seq_id,Pdb,Total Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,Entropy Side Chain,Entropy Main Chain,Sloop Entropy,Mloop Entropy,Cis Bond,Torsional Clash,Backbone Clash,Helix Dipole,Water Bridge,Disulfide,Electrostatic Kon,Partial Covalent Bonds,Energy Ionisation,Entropy Complex,Residue Number
peleke-mistral-7b-instruct-v0.2_IL-7Ra_01,1313.25,-189.903,-49.0791,-441.329,-9.01079,640.467,-568.293,1025.31,196.261,646.035,0,0,2.24811,62.9675,966.216,-0.0773622,0,-3.0852,0.0506682,0,0.684505,0,383,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_02,977.736,-200.314,-60.6262,-422.824,-12.6991,623.259,-533.291,718.737,195.486,614.582,0,0,1.12406,53.9364,681.077,0.0513526,0,0.0,0.150742,0,0.163472,0,382,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_03,4040.03,-136.721,-46.5168,-469.732,-11.4673,766.281,-602.195,3488.68,215.884,749.578,0,0,8.69338,77.6333,2698.93,-0.0219451,0,0.0,-0.213204,0,0.146347,0,380,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_04,2494.92,-173.816,-51.3038,-470.988,-9.5424,736.382,-603.597,2135.03,208.234,677.492,0,0,2.24811,51.0061,1292.9,-0.276888,0,-6.78738,0.469747,0,0.368634,0,386,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_05,3296.76,-152.196,-48.9685,-474.643,-10.1999,752.904,-610.622,2791.14,214.981,753.8,0,0,2.07416,77.8787,2280.88,-0.327192,0,0.0,-0.121263,0,1.05889,0,380,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_06,1133.28,-178.766,-44.3145,-417.703,-4.2199,613.639,-535.174,835.048,190.835,618.158,0,0,1.12406,55.0341,874.551,-0.613987,0,0.0,-0.145994,0,0.375235,0,373,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_07,1356.29,-151.811,-52.8887,-428.557,-2.79341,639.239,-544.151,1001.47,193.002,642.261,0,0,2.24811,58.2364,852.061,0.310504,0,0.0,-0.548478,0,0.273787,0,378,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_08,2420.46,-150.937,-43.2976,-455.841,1.65271,721.991,-580.132,1997.03,207.329,664.098,0,0,3.84714,54.7897,1128.38,-0.157519,0,0.0,-0.152786,0,0.234999,0,373,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_09,3366.58,-138.61,-47.0849,-463.961,-14.5796,757.396,-600.692,2870.62,211.585,717.142,0,0,14.6011,61.7648,2521.18,0.221623,0,-2.28444,0.0311907,0,0.438466,0,376,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_10,1797.51,-145.488,-52.5322,-452.075,-9.17905,712.558,-572.77,1370.95,203.052,684.469,0,0,3.33459,58.0339,1188.96,-0.00949577,0,-3.45154,0.409987,0,0.212164,0,377,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_11,1112.78,-210.022,-44.1994,-438.509,0.939682,623.269,-564.036,860.742,193.285,649.386,0,0,2.24811,46.6897,676.312,-0.296648,0,-6.79021,-0.454835,0,0.530294,0,386,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_12,1691.81,-155.517,-39.0758,-436.5,-2.60237,681.8,-559.749,1291.33,190.983,668.775,0,0,2.24811,52.5393,1224.73,0.52339,0,-3.58068,0.0309756,0,0.611043,0,385,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_13,1492.0,-143.535,-37.1068,-402.943,-6.61456,618.035,-507.61,1053.42,175.871,656.651,0,0,1.12406,83.973,829.606,0.105135,0,0.260705,-0.0999757,0,0.470622,0,381,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_14,1512.23,-143.514,-43.5041,-430.892,-5.35612,655.121,-552.683,1079.4,194.527,671.171,0,0,1.12406,86.7285,1029.01,0.147918,0,0.0,-0.394851,0,0.360999,0,373,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_15,3162.0,-132.056,-54.9139,-464.625,-14.3418,733.924,-600.28,2685.91,215.966,713.882,0,0,7.22151,71.2955,2174.05,0.166279,0,0.0,-0.383303,0,0.236445,0,373,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_16,1545.26,-148.778,-43.3393,-429.139,3.92991,656.935,-543.837,1113.42,194.572,674.2,0,0,3.11608,65.1107,1078.74,0.109256,0,-2.09034,0.808631,0,0.244267,0,375,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_17,2228.16,-126.902,-45.2129,-432.851,-4.45908,693.554,-551.705,1724.22,202.308,686.139,0,0,2.64382,80.4206,1511.2,-0.276921,0,0.0,-0.0507324,0,0.331203,0,375,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_18,1479.92,-166.352,-48.1845,-428.323,-7.98716,637.157,-548.643,1091.51,190.649,684.555,0,0,2.24811,73.2651,899.837,-0.151429,0,0.0,0.0062311,0,0.175444,0,384,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_19,2853.19,-132.42,-52.691,-470.601,-9.44824,766.109,-602.207,2340.43,219.573,712.899,0,0,4.88634,76.9341,1471.23,0.0,0,0.0,-0.483367,0,0.211363,0,375,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_20,1480.93,-164.991,-49.2821,-441.779,-3.16289,670.36,-566.146,1107.38,195.336,666.808,0,0,1.12406,69.7688,1153.57,0.216145,0,-5.51127,0.396887,0,0.41533,0,384,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_21,1319.01,-189.686,-51.435,-431.247,-5.22401,635.044,-552.13,1032.82,194.383,627.423,0,0,2.26376,56.6871,749.501,-0.113133,0,0.0,-0.126886,0,0.350747,0,378,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_22,1668.22,-154.249,-50.4157,-438.477,-3.60219,670.929,-550.838,1270.13,195.237,657.407,0,0,0.869526,75.0248,883.456,-0.231185,0,-4.01821,-0.116862,0,0.575012,0,379,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_23,1326.35,-137.252,-33.9465,-412.233,-4.66738,631.326,-525.744,902.465,186.041,660.566,0,0,6.70795,58.0386,1073.4,0.0441242,0,-4.2843,-1.12196,0,0.41415,0,372,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_24,1250.75,-155.189,-42.5319,-422.124,-2.26479,644.344,-535.237,898.196,184.393,625.298,0,0,2.24811,52.4936,868.118,0.35763,0,0.0,-0.0403081,0,0.804582,0,382,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_25,1942.36,-136.587,-44.3598,-441.46,-7.60309,703.418,-563.368,1465.79,198.778,702.099,0,0,2.24811,63.15,1287.28,0.0304325,0,0.0,-0.166638,0,0.390456,0,375,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_26,1663.53,-160.39,-37.4372,-428.836,-8.49782,652.443,-546.761,1286.55,192.808,650.211,0,0,1.12406,61.8305,924.042,0.313576,0,0.0,-0.231236,0,0.401234,0,373,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_27,1836.04,-159.936,-42.7275,-436.769,-8.1565,680.834,-557.696,1455.59,196.145,653.533,0,0,2.24811,56.2321,803.716,0.363108,0,-4.03955,0.0861347,0,0.337346,0,380,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_28,1452.69,-191.002,-43.1114,-441.154,-0.691835,670.688,-563.559,1145.54,195.925,640.974,0,0,3.37217,41.8282,869.678,0.0471998,0,-7.10824,0.386216,0,0.562138,0,381,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_29,1724.49,-139.046,-40.8536,-441.084,-6.43902,678.091,-565.24,1308.17,199.084,661.597,0,0,2.24811,68.8969,999.694,-0.181447,0,0.0,-1.22071,0,0.459875,0,378,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_30,1447.92,-191.773,-38.2665,-423.746,-14.0771,640.328,-536.244,1142.45,187.066,632.232,0,0,0.0,53.1927,824.057,0.0689541,0,-3.27827,-0.428681,0,0.396361,0,379,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_31,1079.87,-178.494,-44.4336,-421.766,-5.02634,626.527,-532.124,776.706,185.766,624.254,0,0,0.2256,55.37,784.016,0.391033,0,-7.48678,-0.261056,0,0.220267,0,379,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_32,1535.93,-182.411,-51.1299,-433.419,-9.65203,646.416,-557.009,1218.54,198.184,635.441,0,0,4.17024,66.8516,1256.01,0.150069,0,0.0,-0.616781,0,0.410536,0,380,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_33,1117.58,-188.524,-45.2734,-435.364,-11.1585,640.702,-552.735,817.227,197.207,655.41,0,0,1.12406,46.6621,899.612,-0.150469,0,-7.19416,-0.703389,0,0.355596,0,378,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_34,1212.78,-157.191,-37.3707,-438.45,-8.69188,646.214,-560.033,831.724,196.518,664.749,0,0,2.24811,72.4672,1053.68,-0.186154,0,0.0,0.247746,0,0.537816,0,379,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_35,3178.0,-131.909,-41.8532,-451.859,-0.0171078,753.898,-575.298,2603.47,207.158,731.256,0,0,3.78466,78.6525,2149.43,0.0,0,0.0,0.423309,0,0.292433,0,376,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_36,1178.2,-166.395,-41.8292,-435.0,-2.36808,648.167,-556.905,841.703,193.758,628.8,0,0,2.24811,65.2451,793.303,-0.0493995,0,0.0,0.286185,0,0.540833,0,380,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_37,2314.74,-159.966,-58.8169,-462.695,-11.4934,729.996,-590.243,1848.08,221.475,734.505,0,0,3.437,63.9213,1391.25,0.0,0,-3.54163,-0.240787,0,0.318095,0,390,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_38,1918.99,-120.73,-40.9993,-418.656,-4.57348,679.601,-530.854,1374.11,190.527,713.362,0,0,0.785957,75.9082,1216.3,0.09131,0,0.0,0.14902,0,0.264682,0,369,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_39,3000.59,-144.793,-53.2322,-470.615,-4.29748,751.947,-608.258,2512.31,210.166,711.948,0,0,4.17024,91.5731,2253.35,-0.0988428,0,0.0,-0.707113,0,0.476779,0,375,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_40,1296.92,-159.437,-44.6756,-424.166,-3.75312,659.879,-538.614,850.431,195.089,689.63,0,0,2.24811,72.6701,1043.56,0.0163399,0,-2.79948,0.045426,0,0.354963,0,381,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_41,1557.0,-172.572,-39.0164,-439.237,-8.12138,664.6,-560.556,1196.57,193.562,678.484,0,0,1.89233,52.5249,950.711,-0.164286,0,-11.4548,-0.128155,0,0.622388,0,386,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_42,4368.75,-108.567,-47.6088,-463.681,0.0709128,753.704,-600.176,3749.0,216.891,772.564,0,0,11.4126,84.2859,2300.48,0.0,0,0.0,0.0922255,0,0.769356,0,375,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_43,1020.96,-171.426,-46.1638,-425.877,-8.92493,631.441,-545.079,698.029,195.459,643.757,0,0,2.24811,51.646,807.894,-0.0497368,0,-3.87463,-0.640583,0,0.4173,0,376,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_44,1327.78,-173.117,-49.9255,-439.3,-8.52534,660.48,-556.376,990.544,197.955,646.519,0,0,2.24811,56.7989,874.887,0.0538663,0,0.0,0.133169,0,0.291921,0,378,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_45,1130.09,-152.403,-44.8779,-424.219,-1.89804,628.277,-542.307,766.828,193.258,653.766,0,0,2.24811,51.4042,1012.83,-0.336803,0,0.0,-0.00427364,0,0.353529,0,374,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_46,1592.42,-149.367,-41.8602,-446.779,-13.186,681.912,-569.568,1175.43,203.466,684.0,0,0,2.24811,66.4675,941.28,-0.0371522,0,0.0,-0.470749,0,0.164899,0,381,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_47,1725.61,-186.343,-58.7699,-454.739,-14.1988,680.898,-577.546,1415.25,209.339,652.793,0,0,1.12406,60.2458,813.818,0.000374426,0,-3.51225,0.743285,0,0.326097,0,386,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_48,3109.98,-125.72,-44.5844,-456.052,2.26196,753.882,-583.663,2561.39,210.434,713.266,0,0,2.24811,75.6642,1955.15,0.0394606,0,0.0,0.387927,0,0.422782,0,373,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_49,1347.94,-152.992,-38.9726,-422.424,-16.1346,640.28,-540.282,938.893,186.661,675.138,0,0,2.24811,78.1609,859.056,-0.185329,0,-2.75885,-0.215095,0,0.519382,0,382,
peleke-mistral-7b-instruct-v0.2_IL-7Ra_50,1701.7,-142.337,-40.3896,-439.964,-7.70297,660.451,-569.898,1288.01,192.546,679.232,0,0,2.24811,79.4844,979.69,-0.366624,0,0.0,-0.0462575,0,0.438988,0,377,
peleke-mistral-7b-instruct-v0.2_MBP_01,1462.55,-285.25,-82.3478,-697.128,-19.3935,1000.02,-920.549,1197.1,291.539,917.136,0,0,2.24811,59.3296,742.25,-0.515512,0,0.0,-0.0177971,0,0.373999,0,588,
peleke-mistral-7b-instruct-v0.2_MBP_02,2064.86,-248.982,-65.6037,-699.147,-20.1515,1027.79,-908.837,1532.47,285.575,1080.23,0,0,2.24811,78.7061,1001.51,0.312324,0,0.0,-0.0799319,0,0.330904,0,605,
peleke-mistral-7b-instruct-v0.2_MBP_03,1177.9,-265.453,-74.9674,-685.4,-23.1414,993.874,-900.787,820.331,295.723,952.057,0,0,0.0,66.183,691.678,-1.19027,0,0.0,0.275056,0,0.396362,0,584,
peleke-mistral-7b-instruct-v0.2_MBP_04,974.608,-316.662,-78.0294,-703.05,-15.1824,974.743,-932.959,781.712,292.857,920.274,0,0,2.24811,49.3756,564.155,-1.06971,0,0.0,-0.393557,0,0.743365,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_05,1458.1,-285.474,-85.1449,-724.644,-19.3695,1042.34,-958.314,1185.63,299.808,949.163,0,0,2.24811,55.8114,917.671,-0.123646,0,-4.12188,-0.0811825,0,0.373999,0,589,
peleke-mistral-7b-instruct-v0.2_MBP_06,1016.87,-261.176,-75.1121,-696.263,-18.1521,996.351,-918.343,671.752,290.627,958.939,0,0,1.12406,68.0169,679.035,-1.05188,0,0.0,-0.358544,0,0.520438,0,588,
peleke-mistral-7b-instruct-v0.2_MBP_07,630.891,-337.985,-89.1144,-685.767,-18.2546,953.621,-900.569,490.477,286.381,886.943,0,0,1.12406,45.4556,416.03,-1.96618,0,0.0,-0.12398,0,0.669276,0,595,
peleke-mistral-7b-instruct-v0.2_MBP_08,1248.2,-268.97,-80.0118,-719.003,-22.6016,1034.55,-944.238,934.659,295.969,960.587,0,0,1.12406,56.7098,837.014,-1.08055,0,0.0,0.121921,0,0.379936,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_09,1146.37,-247.346,-69.114,-690.333,-19.8284,994.559,-908.348,790.462,291.878,946.185,0,0,1.12406,62.7943,677.044,-0.23585,0,-5.99166,0.0752797,0,0.489843,0,590,
peleke-mistral-7b-instruct-v0.2_MBP_10,669.662,-333.956,-76.6131,-672.149,-19.9723,945.626,-884.965,496.821,293.73,880.28,0,0,2.24811,43.1289,395.24,-0.87758,0,-4.26092,0.109955,0,0.510025,0,591,
peleke-mistral-7b-instruct-v0.2_MBP_11,880.55,-298.596,-80.0486,-693.432,-19.1035,980.064,-918.805,671.352,293.31,898.214,0,0,2.24811,46.0114,494.791,-1.52391,0,0.0,0.376375,0,0.482644,0,591,
peleke-mistral-7b-instruct-v0.2_MBP_12,1438.01,-255.677,-76.42,-652.366,-17.8068,970.72,-846.087,1047.47,280.828,939.336,0,0,0.0,46.9865,683.683,-0.0808056,0,0.0,0.315508,0,0.795371,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_13,1289.12,-298.02,-86.1978,-678.932,-23.0118,978.806,-887.256,1002.84,291.704,940.162,0,0,1.12406,47.2418,600.959,-0.43346,0,0.0,0.355923,0,0.738127,0,589,
peleke-mistral-7b-instruct-v0.2_MBP_14,1099.39,-315.74,-98.1157,-715.992,-19.215,1011.31,-941.178,911.039,297.319,920.593,0,0,1.12406,49.8064,625.222,-0.299875,0,-2.08083,0.0990103,0,0.723345,0,597,
peleke-mistral-7b-instruct-v0.2_MBP_15,968.878,-300.444,-77.6091,-683.125,-17.4352,963.873,-898.106,740.735,291.018,890.378,0,0,2.24811,58.2514,496.026,-1.18436,0,0.0,-0.196627,0,0.475441,0,585,
peleke-mistral-7b-instruct-v0.2_MBP_16,701.45,-300.537,-73.6615,-667.659,-16.1945,939.538,-881.311,467.268,286.216,893.061,0,0,2.24811,52.8481,448.947,-1.33115,0,0.0,0.249142,0,0.716994,0,593,
peleke-mistral-7b-instruct-v0.2_MBP_17,6723.76,-252.585,-75.8136,-713.951,-20.8708,1154.87,-926.129,6090.75,295.61,1045.2,0,0,0.0,127.566,2241.88,-1.27565,0,0.0,-0.177014,0,0.567242,0,589,
peleke-mistral-7b-instruct-v0.2_MBP_18,1169.36,-240.597,-65.2847,-671.517,-20.5676,973.238,-880.796,709.371,279.964,1012.91,0,0,2.24811,69.5261,788.729,0.463942,0,0.0,0.0392122,0,0.354202,0,590,
peleke-mistral-7b-instruct-v0.2_MBP_19,1198.28,-287.564,-85.8361,-715.418,-22.4421,1032.99,-941.239,933.536,290.747,927.657,0,0,0.0,65.2575,755.807,0.184155,0,0.0,-0.100976,0,0.509377,0,591,
peleke-mistral-7b-instruct-v0.2_MBP_20,718.876,-311.147,-80.9255,-676.972,-14.8471,964.915,-891.728,497.379,290.979,896.948,0,0,2.24811,41.805,403.498,-0.912012,0,0.0,0.649085,0,0.482887,0,597,
peleke-mistral-7b-instruct-v0.2_MBP_21,812.184,-294.779,-71.7851,-672.042,-16.0544,971.478,-884.777,563.791,290.27,881.851,0,0,2.24811,42.0907,417.317,-1.42657,0,0.0,0.663854,0,0.654014,0,591,
peleke-mistral-7b-instruct-v0.2_MBP_22,1119.44,-295.919,-84.9883,-677.076,-22.5282,967.446,-892.879,851.295,289.182,920.901,0,0,2.24811,61.5392,541.253,-0.660552,0,0.0,0.00596186,0,0.870381,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_23,727.386,-342.758,-83.2893,-694.304,-19.0339,966.484,-917.619,569.988,303.808,904.551,0,0,1.12406,47.2581,479.845,-1.54759,0,-7.60361,-0.131124,0,0.459301,0,592,
peleke-mistral-7b-instruct-v0.2_MBP_24,1517.78,-202.973,-68.6097,-675.521,-21.4899,999.662,-883.093,998.785,288.567,1008.97,0,0,2.24811,71.6603,850.804,-0.428831,0,0.0,-0.620604,0,0.622245,0,596,
peleke-mistral-7b-instruct-v0.2_MBP_25,1666.27,-305.688,-82.2113,-717.476,-17.3038,1039.01,-945.527,1399.41,300.794,941.541,0,0,2.24811,50.9358,940.917,-0.293783,0,0.0,0.333175,0,0.494371,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_26,1673.59,-275.948,-78.7406,-716.531,-18.9143,1047.34,-944.047,1325.92,296.255,967.891,0,0,1.15386,68.446,782.706,-0.6349,0,0.0,0.856031,0,0.535594,0,599,
peleke-mistral-7b-instruct-v0.2_MBP_27,1150.68,-245.159,-82.5974,-658.354,-16.3705,955.334,-866.907,792.709,282.265,924.976,0,0,1.12406,66.6739,573.07,-0.812234,0,-3.27052,0.633491,0,0.434224,0,583,
peleke-mistral-7b-instruct-v0.2_MBP_28,708.628,-330.284,-78.8687,-685.226,-17.4376,956.915,-904.478,539.42,290.854,886.262,0,0,2.24811,53.5966,435.84,-1.54656,0,-3.29381,0.158243,0,0.30968,0,595,
peleke-mistral-7b-instruct-v0.2_MBP_29,1435.33,-269.723,-75.4067,-671.312,-27.6405,982.365,-875.744,1099.59,287.583,935.443,0,0,2.24811,54.1282,581.369,-2.64905,0,-3.86279,-0.0317006,0,0.343367,0,597,
peleke-mistral-7b-instruct-v0.2_MBP_30,1047.76,-264.748,-78.3308,-689.513,-22.355,991.438,-905.694,756.783,292.386,922.614,0,0,1.12406,52.4269,628.838,-1.29091,0,-6.93916,-0.735339,0,0.592021,0,588,
peleke-mistral-7b-instruct-v0.2_MBP_31,551.121,-338.425,-81.2246,-694.251,-21.6114,969.161,-920.589,418.884,297.22,886.136,0,0,1.12406,43.0599,411.982,-1.83247,0,-7.3589,0.0647957,0,0.76319,0,591,
peleke-mistral-7b-instruct-v0.2_MBP_32,1007.65,-303.334,-89.6485,-681.47,-17.3801,965.329,-898.217,802.42,290.163,893.248,0,0,1.12406,48.1366,565.159,-1.17867,0,-2.39497,0.313488,0,0.541243,0,584,
peleke-mistral-7b-instruct-v0.2_MBP_33,1630.87,-295.482,-77.1786,-710.19,-18.0805,1025.16,-932.114,1309.41,298.064,967.532,0,0,2.24811,68.1773,950.374,-0.78912,0,-6.38174,0.143887,0,0.351802,0,599,
peleke-mistral-7b-instruct-v0.2_MBP_34,899.558,-269.417,-67.6412,-664.441,-20.2764,960.929,-873.383,578.959,276.067,928.148,0,0,1.12406,49.3497,571.139,-1.16035,0,0.0,-0.157895,0,1.46004,0,591,
peleke-mistral-7b-instruct-v0.2_MBP_35,1236.6,-220.091,-66.1301,-661.579,-16.1079,960.517,-874.851,795.222,277.52,972.313,0,0,2.24811,70.2842,674.42,-1.15452,0,-2.23362,0.309541,0,0.334426,0,586,
peleke-mistral-7b-instruct-v0.2_MBP_36,2218.49,-243.108,-66.2841,-691.719,-15.6012,1034.28,-906.731,1771.64,290.008,972.743,0,0,1.12406,71.5714,918.91,-0.138232,0,0.0,0.196296,0,0.509752,0,585,
peleke-mistral-7b-instruct-v0.2_MBP_37,934.286,-267.006,-77.6758,-663.019,-25.4292,948.008,-872.414,633.194,285.307,907.829,0,0,2.24811,64.014,528.78,-0.977918,0,0.0,-0.134809,0,0.342536,0,586,
peleke-mistral-7b-instruct-v0.2_MBP_38,834.807,-323.361,-83.9311,-693.673,-26.7657,977.249,-914.751,661.264,291.057,888.611,0,0,1.12406,58.7705,612.11,-1.8159,0,0.0,0.0851561,0,0.944208,0,593,
peleke-mistral-7b-instruct-v0.2_MBP_39,663.653,-335.827,-86.8158,-701.233,-21.6815,973.29,-925.124,523.477,300.094,892.531,0,0,1.12406,48.467,429.937,-1.38949,0,-3.65859,-0.126653,0,0.527018,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_40,1164.73,-312.011,-84.339,-702.008,-19.7635,1001.42,-931.97,937.118,297.59,922.707,0,0,2.24811,56.4335,722.674,-1.13509,0,-2.55364,0.111314,0,0.884188,0,596,
peleke-mistral-7b-instruct-v0.2_MBP_41,1418.23,-316.726,-89.2222,-728.525,-4.50428,1047.73,-959.132,1161.68,301.187,938.108,0,0,0.0,68.9139,660.784,-0.651832,0,-2.59248,1.37086,0,0.598619,0,592,
peleke-mistral-7b-instruct-v0.2_MBP_42,1321.37,-300.945,-79.6654,-696.739,-29.8265,996.332,-915.238,1077.93,301.027,922.914,0,0,2.24811,47.3476,521.983,-0.110786,0,-4.2319,-0.189687,0,0.517027,0,589,
peleke-mistral-7b-instruct-v0.2_MBP_43,1309.03,-250.707,-77.5742,-684.087,-21.3816,1009.21,-894.546,923.021,286.57,956.048,0,0,1.12406,64.6512,788.453,-0.428491,0,-4.12148,0.0859728,0,1.16518,0,586,
peleke-mistral-7b-instruct-v0.2_MBP_44,1200.39,-250.061,-84.084,-718.994,-13.4368,1036.06,-946.989,828.761,296.476,979.699,0,0,1.12406,72.0174,830.55,-0.775778,0,0.0,0.0636583,0,0.525612,0,588,
peleke-mistral-7b-instruct-v0.2_MBP_45,1078.06,-318.023,-80.173,-695.371,-16.1637,989.173,-913.721,860.109,295.836,902.783,0,0,0.235172,54.2951,487.67,-1.27403,0,0.0,-0.00352186,0,0.362618,0,595,
peleke-mistral-7b-instruct-v0.2_MBP_46,1564.41,-248.686,-65.6763,-683.097,-27.3519,1008.18,-897.02,1135.0,279.426,1003.91,0,0,0.0,59.2715,916.204,0.157215,0,0.0,-0.143413,0,0.433435,0,594,
peleke-mistral-7b-instruct-v0.2_MBP_47,1086.54,-291.3,-86.7688,-668.389,-17.0554,951.595,-882.581,832.862,284.653,899.494,0,0,1.12406,62.3804,541.179,-0.439531,0,0.0,0.558348,0,0.403417,0,587,
peleke-mistral-7b-instruct-v0.2_MBP_48,1987.99,-249.332,-63.4072,-685.217,-21.6731,1008.63,-899.456,1543.35,289.009,999.773,0,0,1.12406,64.9856,865.079,-0.385088,0,0.0,0.187145,0,0.401041,0,584,
peleke-mistral-7b-instruct-v0.2_MBP_49,675.426,-316.702,-72.3604,-655.026,-19.541,921.06,-862.398,449.478,276.593,902.163,0,0,2.24811,49.3606,402.278,0.0423354,0,0.0,0.0287911,0,0.478853,0,583,
peleke-mistral-7b-instruct-v0.2_MBP_50,1274.45,-287.301,-87.6665,-688.099,-21.2934,997.904,-902.124,976.081,295.842,944.191,0,0,1.12406,44.9251,631.87,0.440377,0,0.0,-0.0424522,0,0.469038,0,593,
peleke-mistral-7b-instruct-v0.2_PD-L1_01,690.233,-226.869,-60.5329,-487.097,-11.4336,673.988,-634.08,481.462,219.54,676.412,0,0,3.37217,57.172,237.708,0.0,0,-2.72106,0.317503,0,0.70251,0,445,
peleke-mistral-7b-instruct-v0.2_PD-L1_02,961.721,-216.304,-67.3152,-512.998,-15.3598,726.823,-663.103,723.307,231.214,705.672,0,0,2.24811,50.3619,339.504,0.0,0,-3.22869,-0.108698,0,0.512258,0,452,
peleke-mistral-7b-instruct-v0.2_PD-L1_03,1211.99,-162.786,-53.9023,-502.159,-15.9437,724.579,-652.006,865.67,225.557,722.139,0,0,3.37217,60.8837,304.127,0.0,0,-3.77056,-0.172171,0,0.53149,0,449,
peleke-mistral-7b-instruct-v0.2_PD-L1_04,648.138,-189.535,-54.1453,-482.203,-17.0951,696.657,-621.881,357.297,214.054,683.613,0,0,1.12406,60.0854,229.789,0.0,0,0.0,-0.288109,0,0.456756,0,447,
peleke-mistral-7b-instruct-v0.2_PD-L1_05,1429.9,-123.765,-55.1484,-504.649,-11.3046,750.603,-651.875,985.35,214.703,738.951,0,0,2.24811,83.9646,446.207,0.0,0,0.0,0.167943,0,0.652081,0,446,
peleke-mistral-7b-instruct-v0.2_PD-L1_06,914.217,-193.834,-51.7109,-481.157,-18.1582,686.311,-619.633,625.323,216.261,680.603,0,0,3.37217,69.4585,381.326,0.0,0,-3.56958,0.277965,0,0.672822,0,444,
peleke-mistral-7b-instruct-v0.2_PD-L1_07,802.626,-230.862,-54.4002,-484.748,-14.5978,668.674,-630.157,609.97,220.104,672.924,0,0,3.37217,45.774,224.683,0.0,0,-3.34311,-0.668422,0,0.58358,0,442,
peleke-mistral-7b-instruct-v0.2_PD-L1_08,721.589,-214.172,-49.3751,-496.381,-16.7307,690.416,-648.809,496.888,216.449,693.787,0,0,3.37217,45.6352,227.852,0.0,0,0.0,-0.116354,0,0.627805,0,446,
peleke-mistral-7b-instruct-v0.2_PD-L1_09,766.208,-241.441,-66.3184,-505.823,-20.6803,694.827,-660.204,602.62,224.647,689.465,0,0,3.37217,45.3527,266.669,0.0,0,0.0,-0.167077,0,0.557677,0,449,
peleke-mistral-7b-instruct-v0.2_PD-L1_10,949.487,-182.558,-52.8887,-502.81,-14.6992,723.084,-648.524,623.974,220.136,719.173,0,0,2.24811,66.2258,321.547,0.0,0,-4.32769,-0.12959,0,0.582814,0,449,
